,M1,M2,M3,P1,P2,P2_1,P2_2,P2_3,P3,P3_1,P3_3,P4,P4_1,P4_2,P4_3,P6,P7,P8,IJ1-IJ2,-IJ1,IJ2-,IJ3-IJ4,-IJ3,IJ4-,IJ5-IJ6,-IJ5,IJ6-,IJ7-IJ8,-IJ7,IJ8-,IJ1-IJ3,IJ4-IJ2,IJ3-IJ5,IJ5-IJ7,IJ7-IJ61,IJ4-IJ6,IJ6-IJ8,IJ8-IJ61,Main_Pump
36000,0.03493609,0.03493609,0.03493609,0.03493609,0.0,0.0001728546,0.0,0.0,0.0,0.00017656806,0.00030065514,0.00030065514,0.0032251372,0.0032251372,0.034936074,0.03493609,0.03493609,0.03493609,0.034936085,0.034936085,0.0,-0.0013640067,-0.00017285343,0.031710938,-1.0336669e-06,0.0001728546,0.0,0.0011884744,0.0,0.002924482,0.0,-0.034936074,0.001191154,0.0013650424,0.00017656806,0.0018611287,0.001860095,0.00012408705,0.03493609
39600,0.03493609,0.03493609,0.03493609,0.03493609,0.0,0.00017285462,0.0,0.0,0.0,0.00017656806,0.00030065514,0.00030065514,0.0032251372,0.0032251372,0.034936074,0.03493609,0.03493609,0.03493609,0.034936085,0.034936085,0.0,-0.0013640068,-0.00017285344,0.031710938,-1.0337118e-06,0.0001728546,0.0,0.0011884744,0.0,0.002924482,0.0,-0.034936074,0.001191154,0.0013650424,0.00017656806,0.0018611287,0.001860095,0.00012408705,0.03493609
43200,0.03493609,0.03493609,0.03493609,0.03493609,0.0,0.00017285462,0.0,0.0,0.0,0.00017656806,0.00030065514,0.00030065514,0.003225137,0.0032251372,0.034936074,0.03493609,0.03493609,0.03493609,0.034936085,0.034936085,0.0,-0.0013640068,-0.00017285344,0.031710938,-1.0336669e-06,0.00017285462,0.0,0.0011884744,0.0,0.002924482,0.0,-0.034936074,0.001191154,0.0013650424,0.00017656806,0.0018611287,0.001860095,0.00012408705,0.03493609
46800,0.03493609,0.03493609,0.03493609,0.03493609,0.0,0.0001728546,0.0,0.0,0.0,0.00017656806,0.00030065514,0.00030065514,0.0032251372,0.0032251372,0.034936074,0.03493609,0.03493609,0.03493609,0.034936085,0.034936085,0.0,-0.0013640067,-0.00017285343,0.031710938,-1.0337118e-06,0.0001728546,0.0,0.0011884744,0.0,0.002924482,0.0,-0.034936074,0.001191154,0.0013650424,0.00017656806,0.0018611287,0.001860095,0.00012408705,0.03493609
50400,0.03493609,0.03493609,0.03493609,0.03493609,0.0,0.00017285462,0.0,0.0,0.0,0.00017656806,0.00030065514,0.00030065514,0.0032251372,0.0032251372,0.034936074,0.03493609,0.03493609,0.03493609,0.034936085,0.034936085,0.0,-0.0013640068,-0.00017285344,0.031710938,-1.033622e-06,0.00017285462,0.0,0.0011884744,0.0,0.002924482,0.0,-0.034936074,0.001191154,0.0013650424,0.00017656806,0.0018611287,0.001860095,0.00012408705,0.03493609
54000,0.03493609,0.03493609,0.03493609,0.03493609,0.0,0.0001728546,0.0,0.0,0.0,0.00017656806,0.00030065514,0.00030065514,0.0032251372,0.0032251372,0.034936074,0.03493609,0.03493609,0.03493609,0.034936085,0.034936085,0.0,-0.0013640067,-0.00017285343,0.031710938,-1.0336669e-06,0.0001728546,0.0,0.0011884744,0.0,0.002924482,0.0,-0.034936074,0.001191154,0.0013650424,0.00017656806,0.0018611287,0.001860095,0.00012408705,0.03493609
57600,0.03493609,0.03493609,0.03493609,0.03493609,0.0,0.0001728546,0.0,0.0,0.0,0.00017656806,0.00030065514,0.00030065514,0.0032251372,0.0032251372,0.034936074,0.03493609,0.03493609,0.03493609,0.034936085,0.034936085,0.0,-0.0013640067,-0.00017285343,0.031710938,-1.0337118e-06,0.0001728546,0.0,0.0011884744,0.0,0.002924482,0.0,-0.034936074,0.001191154,0.0013650424,0.00017656806,0.0018611287,0.001860095,0.00012408705,0.03493609
61200,0.03493609,0.03493609,0.03493609,0.03493609,0.0,0.00017285462,0.0,0.0,0.0,0.00017656806,0.00030065514,0.00030065514,0.003225137,0.0032251372,0.034936074,0.03493609,0.03493609,0.03493609,0.034936085,0.034936085,0.0,-0.0013640068,-0.00017285344,0.031710938,-1.0336669e-06,0.00017285462,0.0,0.0011884744,0.0,0.002924482,0.0,-0.034936074,0.001191154,0.0013650424,0.00017656806,0.0018611287,0.001860095,0.00012408705,0.03493609
64800,0.03493609,0.03493609,0.03493609,0.03493609,0.0,0.0001728546,0.0,0.0,0.0,0.00017656806,0.00030065514,0.00030065514,0.0032251372,0.0032251372,0.034936074,0.03493609,0.03493609,0.03493609,0.034936085,0.034936085,0.0,-0.0013640068,-0.00017285344,0.031710938,-1.0336669e-06,0.0001728546,0.0,0.0011884744,0.0,0.002924482,0.0,-0.034936074,0.001191154,0.0013650424,0.00017656806,0.0018611287,0.001860095,0.00012408705,0.03493609
68400,0.03493609,0.03493609,0.03493609,0.03493609,0.0,0.00017285462,0.0,0.0,0.0,0.00017656806,0.00030065514,0.00030065514,0.0032251372,0.0032251372,0.034936074,0.03493609,0.03493609,0.03493609,0.034936085,0.034936085,0.0,-0.0013640068,-0.00017285344,0.031710938,-1.0337118e-06,0.00017285462,0.0,0.0011884744,0.0,0.002924482,0.0,-0.034936074,0.001191154,0.0013650424,0.00017656806,0.0018611287,0.001860095,0.00012408705,0.03493609
72000,0.03493609,0.03493609,0.03493609,0.03493609,0.0,0.00017285462,0.0,0.0,0.0,0.00017656806,0.00030065514,0.00030065514,0.0032251372,0.0032251372,0.034936074,0.03493609,0.03493609,0.03493609,0.034936085,0.034936085,0.0,-0.0013640068,-0.00017285344,0.031710938,-1.0337118e-06,0.00017285462,0.0,0.0011884744,0.0,0.002924482,0.0,-0.034936074,0.001191154,0.0013650424,0.00017656806,0.0018611287,0.001860095,0.00012408705,0.03493609
75600,0.03493609,0.03493609,0.03493609,0.03493609,0.0,0.0001728546,0.0,0.0,0.0,0.00017656806,0.00030065514,0.00030065514,0.0032251372,0.0032251372,0.034936074,0.03493609,0.03493609,0.03493609,0.034936085,0.034936085,0.0,-0.0013640068,-0.00017285344,0.031710938,-1.0336669e-06,0.0001728546,0.0,0.0011884744,0.0,0.002924482,0.0,-0.034936074,0.001191154,0.0013650424,0.00017656806,0.0018611287,0.001860095,0.00012408705,0.03493609
79200,0.03493609,0.03493609,0.03493609,0.03493609,0.0,0.0001728546,0.0,0.0,0.0,0.00017656806,0.00030065514,0.00030065514,0.0032251372,0.0032251372,0.034936074,0.03493609,0.03493609,0.03493609,0.034936085,0.034936085,0.0,-0.0013640067,-0.00017285343,0.031710938,-1.033622e-06,0.0001728546,0.0,0.0011884744,0.0,0.002924482,0.0,-0.034936074,0.001191154,0.0013650424,0.00017656806,0.0018611287,0.001860095,0.00012408705,0.03493609
82800,0.03493609,0.03493609,0.03493609,0.03493609,0.0,0.00017285462,0.0,0.0,0.0,0.00017656806,0.00030065514,0.00030065514,0.0032251372,0.0032251372,0.034936074,0.03493609,0.03493609,0.03493609,0.034936085,0.034936085,0.0,-0.0013640068,-0.00017285344,0.031710938,-1.0336669e-06,0.00017285462,0.0,0.0011884744,0.0,0.002924482,0.0,-0.034936074,0.001191154,0.0013650424,0.00017656806,0.0018611287,0.001860095,0.00012408705,0.03493609
86400,0.03493609,0.03493609,0.03493609,0.03493609,0.0,0.0001728546,0.0,0.0,0.0,0.00017656806,0.00030065514,0.00030065514,0.0032251372,0.0032251372,0.034936074,0.03493609,0.03493609,0.03493609,0.034936085,0.034936085,0.0,-0.0013640067,-0.00017285343,0.031710938,-1.0336669e-06,0.0001728546,0.0,0.0011884744,0.0,0.002924482,0.0,-0.034936074,0.001191154,0.0013650424,0.00017656806,0.0018611287,0.001860095,0.00012408705,0.03493609
