,M1,M2,M3,P1,P2,P2_1,P2_2,P2_3,P3,P3_1,P3_3,P4,P4_1,P4_2,P4_3,P6,P7,P8,IJ1-IJ2,-IJ1,IJ2-,IJ3-IJ4,-IJ3,IJ4-,IJ5-IJ6,-IJ5,IJ6-,IJ7-IJ8,-IJ7,IJ8-,IJ1-IJ3,IJ4-IJ2,IJ3-IJ5,IJ5-IJ7,IJ7-IJ61,IJ4-IJ6,IJ6-IJ8,IJ8-IJ61,Main_Pump
36000,0.038090337,0.038090337,0.038090337,0.038090337,0.004892077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004900105,0.0049001053,0.038090337,0.038090337,0.038090337,0.033190235,0.03319826,0.033190235,0.0029032652,0.004892077,0.0,0.0,0.0,0.004900105,0.0019968408,0.0,0.0,8.02923e-06,0.0,0.0019968408,0.0019968408,0.0,0.0029032645,-0.0019968408,0.0,0.038090337
39600,0.038090337,0.038090337,0.038090337,0.038090337,0.004892077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004900105,0.0049001053,0.038090337,0.038090337,0.038090337,0.033190235,0.03319826,0.033190235,0.0029032652,0.004892077,0.0,0.0,0.0,0.004900105,0.0019968408,0.0,0.0,8.029215e-06,0.0,0.0019968408,0.0019968408,0.0,0.0029032645,-0.0019968408,0.0,0.038090337
43200,0.038090337,0.038090337,0.038090337,0.038090337,0.004892077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004900105,0.0049001053,0.038090337,0.038090337,0.038090337,0.033190235,0.03319826,0.033190235,0.0029032652,0.004892077,0.0,0.0,0.0,0.004900105,0.0019968408,0.0,0.0,8.029215e-06,0.0,0.0019968408,0.0019968408,0.0,0.0029032645,-0.0019968408,0.0,0.038090337
46800,0.038090337,0.038090337,0.038090337,0.038090337,0.004892077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004900105,0.0049001053,0.038090337,0.038090337,0.038090337,0.033190235,0.03319826,0.033190235,0.0029032652,0.004892077,0.0,0.0,0.0,0.004900105,0.0019968408,0.0,0.0,8.029215e-06,0.0,0.0019968408,0.0019968408,0.0,0.0029032645,-0.0019968408,0.0,0.038090337
50400,0.038090337,0.038090337,0.038090337,0.038090337,0.004892077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004900105,0.0049001053,0.038090337,0.038090337,0.038090337,0.033190235,0.03319826,0.033190235,0.0029032652,0.004892077,0.0,0.0,0.0,0.004900105,0.0019968408,0.0,0.0,8.029215e-06,0.0,0.0019968408,0.0019968408,0.0,0.0029032645,-0.0019968408,0.0,0.038090337
54000,0.038090337,0.038090337,0.038090337,0.038090337,0.004892077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004900105,0.0049001053,0.038090337,0.038090337,0.038090337,0.033190235,0.03319826,0.033190235,0.0029032652,0.004892077,0.0,0.0,0.0,0.004900105,0.0019968408,0.0,0.0,8.029215e-06,0.0,0.0019968408,0.0019968408,0.0,0.0029032645,-0.0019968408,0.0,0.038090337
57600,0.038090337,0.038090337,0.038090337,0.038090337,0.004892077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004900105,0.0049001053,0.038090337,0.038090337,0.038090337,0.033190235,0.03319826,0.033190235,0.0029032652,0.004892077,0.0,0.0,0.0,0.004900105,0.0019968408,0.0,0.0,8.02923e-06,0.0,0.0019968408,0.0019968408,0.0,0.0029032645,-0.0019968408,0.0,0.038090337
61200,0.038090337,0.038090337,0.038090337,0.038090337,0.004892077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004900105,0.0049001053,0.038090337,0.038090337,0.038090337,0.033190235,0.03319826,0.033190235,0.0029032652,0.004892077,0.0,0.0,0.0,0.004900105,0.0019968408,0.0,0.0,8.029238e-06,0.0,0.0019968408,0.0019968408,0.0,0.0029032645,-0.0019968408,0.0,0.038090337
64800,0.038090337,0.038090337,0.038090337,0.038090337,0.004892077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004900105,0.0049001053,0.038090337,0.038090337,0.038090337,0.033190235,0.03319826,0.033190235,0.0029032652,0.004892077,0.0,0.0,0.0,0.004900105,0.0019968408,0.0,0.0,8.029215e-06,0.0,0.0019968408,0.0019968408,0.0,0.0029032645,-0.0019968408,0.0,0.038090337
68400,0.038090337,0.038090337,0.038090337,0.038090337,0.004892077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004900105,0.0049001053,0.038090337,0.038090337,0.038090337,0.033190235,0.03319826,0.033190235,0.0029032652,0.004892077,0.0,0.0,0.0,0.004900105,0.0019968408,0.0,0.0,8.029223e-06,0.0,0.0019968408,0.0019968408,0.0,0.0029032645,-0.0019968408,0.0,0.038090337
72000,0.038090337,0.038090337,0.038090337,0.038090337,0.004892077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004900105,0.0049001053,0.038090337,0.038090337,0.038090337,0.033190235,0.03319826,0.033190235,0.0029032652,0.004892077,0.0,0.0,0.0,0.004900105,0.0019968408,0.0,0.0,8.02923e-06,0.0,0.0019968408,0.0019968408,0.0,0.0029032645,-0.0019968408,0.0,0.038090337
75600,0.038090337,0.038090337,0.038090337,0.038090337,0.004892077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004900105,0.0049001053,0.038090337,0.038090337,0.038090337,0.033190235,0.03319826,0.033190235,0.0029032652,0.004892077,0.0,0.0,0.0,0.004900105,0.0019968408,0.0,0.0,8.02923e-06,0.0,0.0019968408,0.0019968408,0.0,0.0029032645,-0.0019968408,0.0,0.038090337
79200,0.038090337,0.038090337,0.038090337,0.038090337,0.004892077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004900105,0.0049001053,0.038090337,0.038090337,0.038090337,0.033190235,0.03319826,0.033190235,0.0029032652,0.004892077,0.0,0.0,0.0,0.004900105,0.0019968408,0.0,0.0,8.029199e-06,0.0,0.0019968408,0.0019968408,0.0,0.0029032645,-0.0019968408,0.0,0.038090337
82800,0.038090337,0.038090337,0.038090337,0.038090337,0.004892077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004900105,0.0049001053,0.038090337,0.038090337,0.038090337,0.033190235,0.03319826,0.033190235,0.0029032652,0.004892077,0.0,0.0,0.0,0.004900105,0.0019968408,0.0,0.0,8.02923e-06,0.0,0.0019968408,0.0019968408,0.0,0.0029032645,-0.0019968408,0.0,0.038090337
86400,0.038090337,0.038090337,0.038090337,0.038090337,0.004892077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004900105,0.0049001053,0.038090337,0.038090337,0.038090337,0.033190235,0.03319826,0.033190235,0.0029032652,0.004892077,0.0,0.0,0.0,0.004900105,0.0019968408,0.0,0.0,8.0292075e-06,0.0,0.0019968408,0.0019968408,0.0,0.0029032645,-0.0019968408,0.0,0.038090337
